,sigma_hat,var_fhs
2009-08-07,0.009645267082623398,26174.319539491196
2009-08-10,0.009279040455217696,25180.49192564975
2009-08-11,0.00950927514097306,25805.2787959783
2009-08-12,0.009605680001495323,26066.89224875824
2009-08-13,0.009347756761718545,25366.96706921183
2009-08-14,0.00897925234196152,24366.958220124397
2009-08-17,0.009837197705215364,26832.355321701445
2009-08-18,0.010533103647189831,27731.166755718375
2009-08-19,0.010216517317605391,26897.669944868212
2009-08-20,0.009833913501957066,25890.364731845977
2009-08-21,0.009471330990729228,24935.770870591336
2009-08-24,0.010666840200191765,28083.2634194231
2009-08-25,0.010790242032702372,28408.15121222725
2009-08-26,0.010374749769500525,27314.258507617316
2009-08-27,0.009992320751342649,26307.413494980312
2009-08-28,0.009758650854132972,25692.216008810894
2009-08-31,0.00940537343086071,24762.12023989597
2009-09-01,0.009411810162753158,24779.06663019556
2009-09-02,0.009217781424257016,24268.234924473792
2009-09-03,0.008966767358351968,23607.374350724393
2009-09-04,0.008925925754651221,23499.848082994315
2009-09-08,0.009117738980780853,24004.84686947946
2009-09-09,0.008908783403900297,23454.716334254168
2009-09-10,0.008583650005677937,22598.71711636333
2009-09-11,0.008278915538474183,21796.423451618382
2009-09-14,0.008037554616996016,21160.977320447855
2009-09-15,0.007784935732476128,20495.89163944504
2009-09-16,0.007910902437403491,20827.53213373952
2009-09-17,0.008197335586891383,21581.642764268963
2009-09-18,0.008121145939175888,21381.053470113344
2009-09-21,0.00782293626681244,20595.938044548795
2009-09-22,0.007617911616849628,20056.15670871542
2009-09-23,0.007737869994082629,20371.978699480816
2009-09-24,0.008010049221096242,21088.562128693604
2009-09-25,0.008751248628867551,23039.964589413685
2009-09-28,0.008728369845836316,22979.73017336136
2009-09-29,0.008520772912082197,22433.176623644114
2009-09-30,0.00820504411515108,21601.937493132464
2009-10-01,0.008126154169871192,21394.238955153134
2009-10-02,0.009325281692455733,24551.257665306537
2009-10-05,0.00906852379922954,23875.27495485423
2009-10-06,0.00912966904413547,24036.255900224303
2009-10-07,0.009868758120258654,25982.1023576234
2009-10-08,0.00953827381932932,25112.015480460323
2009-10-09,0.009780147636747439,25748.81194514275
2009-10-12,0.009451641631847899,24883.933452795012
2009-10-13,0.009235126389069552,24313.90010804168
2009-10-14,0.008892763746812561,23412.540371978517
2009-10-15,0.009210757396438809,24249.742323124
2009-10-16,0.008917038622478366,23476.450369222526
2009-10-19,0.00874658181455779,23027.677972840185
2009-10-20,0.008628341243882646,22716.378559816887
2009-10-21,0.008875484160754028,23367.04731518259
2009-10-22,0.00865578790315783,22788.639111952496
2009-10-23,0.008410868894299567,22143.825379572125
2009-10-26,0.008127411304142167,21397.5486918908
2009-10-27,0.008230525605435902,21710.939277346384
2009-10-28,0.008250440439039807,21763.471735638876
2009-10-29,0.008912064989789586,23508.74185985098
2009-10-30,0.010247837994652047,27032.3183587484
2009-11-02,0.010805212023805104,28502.590645334767
2009-11-03,0.010754593392414889,28369.065997566282
2009-11-04,0.010999272815159495,29014.49501927005
2009-11-05,0.010923094541930049,28813.547723359174
2009-11-06,0.010526835315493348,27768.27304520576
2009-11-09,0.010134457342745097,26733.236554403855
2009-11-10,0.010963724052334,28920.72251091659
2009-11-11,0.010560893620231564,27858.113940126535
2009-11-12,0.010349094789530977,27299.419177143667
2009-11-13,0.010876891192143412,28691.669951547716
2009-11-16,0.010644704595817803,28079.19520382204
2009-11-17,0.010410486533955184,27461.36174305271
2009-11-18,0.010022270639751552,26437.304215063356
2009-11-19,0.009692560686789309,23647.31992367673
2009-11-20,0.009427717576191416,23001.171813979967
2009-11-23,0.009083446551163504,22161.240310596837
2009-11-24,0.009240119560562546,22543.48158783888
2009-11-25,0.008904166989991026,21723.84494359127
2009-11-27,0.009026064084017033,22021.24205807396
2009-11-30,0.009621135307934164,23473.060629457446
2009-12-01,0.009335544025278782,22776.292391774936
2009-12-02,0.009877238735766401,24097.886192814876
2009-12-03,0.009861998643528437,24060.70434289273
2009-12-04,0.009497760530026765,23172.058351734777
2009-12-07,0.011005729778809899,26851.109988692184
2009-12-08,0.010752771922216292,26233.95879868421
2009-12-09,0.011545625670598993,28168.315141301304
2009-12-10,0.011151023598170787,27205.58901032397
2009-12-11,0.010750401641591505,26228.175932210168
2009-12-14,0.01047436908825574,25554.72850082324
2009-12-15,0.010265466958718881,25045.061793589877
2009-12-16,0.00990913353846894,24175.701192151166
2009-12-17,0.00969980479976734,23664.993669830128
2009-12-18,0.013227254477441316,32271.050803557322
2009-12-21,0.01304112990723745,31816.95539992817
2009-12-22,0.012541861088058395,30598.869707554313
2009-12-23,0.012154918482936263,29654.830678952156
2009-12-24,0.01174288082069569,28649.566256632166
2009-12-28,0.011825108295808396,28850.179848162894
2009-12-29,0.011388515526958166,27785.007370528903
2009-12-30,0.011196557004523218,27316.678645150638
2009-12-31,0.010842842903673142,26453.708499839315
2010-01-04,0.010441765614420442,25475.184528768736
2010-01-05,0.010993049609835624,26820.1736838177
2010-01-06,0.010744784922594222,26214.472602889655
2010-01-07,0.011003770908279911,26846.3308555396
2010-01-08,0.01075062361571125,26196.597501984143
2010-01-11,0.010401791108465579,25346.579390051735
2010-01-12,0.010411270432137631,25369.67814559415
2010-01-13,0.011639550103582712,28362.690395199108
2010-01-14,0.011597482072033755,28260.181059035735
2010-01-15,0.011176278007768,27233.811451821108
2010-01-19,0.011558218255581319,28164.504898027448
2010-01-20,0.011236938003451713,27381.624783233437
2010-01-21,0.012424322761631237,30274.986294333263
2010-01-22,0.012786133215837709,31156.628437120708
2010-01-25,0.01236956544118051,30141.55631525386
2010-01-26,0.011959967137307827,29143.467061308922
2010-01-27,0.011554804077207402,28156.185393982054
2010-01-28,0.011262011714052302,27442.723183471815
2010-01-29,0.010880053535637287,26511.98604484609
2010-02-01,0.010796655099780806,26308.764786756987
2010-02-02,0.011295299189076551,27523.836485940446
2010-02-03,0.010975388647049743,26744.29401420231
2010-02-04,0.010595121687447662,25817.677955442643
2010-02-05,0.013612746393137053,35489.744406304744
2010-02-08,0.013124228196401837,34216.13029205793
2010-02-09,0.01268287926293798,33065.4910022138
2010-02-10,0.012738982539311241,33211.757661515345
2010-02-11,0.012272703988945841,31996.124452998865
2010-02-12,0.012109541634644595,31570.744439028906
2010-02-16,0.011757070756052954,30651.81882103682
2010-02-17,0.012259200609826685,31960.919839637238
2010-02-18,0.011811482448720361,30793.67535826389
2010-02-19,0.011432550477025768,29805.763115250367
2010-02-22,0.011017852003039503,28724.604146853137
2010-02-23,0.010627272362995464,27706.325307657407
2010-02-24,0.011321116162576701,29515.243096462465
2010-02-25,0.010912217951023335,28449.205972349122
2010-02-26,0.010519507860886597,27425.372844027843
2010-03-01,0.010218594803696723,26640.863445279883
2010-03-02,0.009863470003560604,25715.018797536726
2010-03-03,0.009883705117812551,25767.773694461568
2010-03-04,0.009612532697250004,25060.80100740294
2010-03-05,0.009454689384916908,24649.28824949464
2010-03-08,0.009556448651586873,24914.58448441978
2010-03-09,0.009271232815393823,24170.999256664047
2010-03-10,0.008947546492548754,23327.117755178082
2010-03-11,0.008668885340574722,22600.621222155864
2010-03-12,0.0083893423053313,21871.825534288393
2010-03-15,0.008139361782259059,21220.10217045191
2010-03-16,0.007860361809876227,20492.722299904646
2010-03-17,0.008202498005252006,21384.704400750485
2010-03-18,0.007960615989265262,20754.094626944727
2010-03-19,0.007700523140008562,20076.0074522155
2010-03-22,0.00822134231208551,21433.833328427576
2010-03-23,0.008287320405893804,21657.01925276772
2010-03-24,0.008032574456696723,20991.298892492745
2010-03-25,0.007886355428137903,20609.1888543232
2010-03-26,0.007749987012139306,20252.821142432793
2010-03-29,0.0076783167279683906,18816.80800829368
2010-03-30,0.007507283037268657,18397.665605750684
2010-03-31,0.007395042947558427,18122.60529061441
2010-04-01,0.007180215694445324,17596.140530173627
2010-04-05,0.007667222794796812,18789.620746040473
2010-04-06,0.007942440485881865,19464.0808701937
2010-04-07,0.007711244181864378,18897.50142068
2010-04-08,0.007467284090301989,18299.64249309838
2010-04-09,0.007250442404328031,17768.241078214796
2010-04-12,0.007370924134233448,18063.49870569446
2010-04-13,0.007167052897329954,17563.883222361637
2010-04-14,0.0069881445762998064,17125.44291738594
2010-04-15,0.007113691542286293,17433.11362682495
2010-04-16,0.006880777439152218,16862.324466079117
2010-04-19,0.009000418698499477,25917.005746869017
2010-04-20,0.008703055318827653,25060.73797999858
2010-04-21,0.008421890978114426,24251.11588594042
2010-04-22,0.008140311373097491,23440.298024473417
2010-04-23,0.007894713133358107,22733.08970406409
2010-04-26,0.00838681364534969,24150.10953664691
2010-04-27,0.008191067820830239,23586.452908112282
2010-04-28,0.008507536013948049,24497.73362231983
2010-04-29,0.008386277619931035,24148.566033580984
2010-04-30,0.008121815785519387,23387.03936333653
2010-05-03,0.007978471011636585,22974.27330733921
2010-05-04,0.007856185466699505,22622.148003277332
2010-05-05,0.00855992218247619,24648.581341329456
2010-05-06,0.008456939536890343,24352.039379573707
2010-05-07,0.008205050688969791,23626.71704315646
2010-05-10,0.007979744988670769,22977.94176668786
2010-05-11,0.007982847090224926,22986.874371547663
2010-05-12,0.008103381640027137,23333.95762673456
2010-05-13,0.00791196610136412,22782.770200709972
2010-05-14,0.008048290935785962,23175.322106960833
2010-05-17,0.008701609102069564,25056.57355062188
2010-05-18,0.00844696225995237,24323.309477954503
2010-05-19,0.008713062298482836,25089.553411582383
2010-05-20,0.008980018459081635,25858.262577252044
2010-05-21,0.009245471446728448,26622.643306285572
2010-05-24,0.009037331689067715,26023.29793401478
2010-05-25,0.008747200079533547,25187.85429038751
2010-05-26,0.008465563602026258,24376.87266268821
2010-05-27,0.008193073909179213,23592.22950640296
2010-05-28,0.008833730887393266,25437.022636850714
2010-06-01,0.008584690922888301,24719.903755220093
2010-06-02,0.008289912372811386,23871.0790913552
2010-06-03,0.008078583500469383,23306.10436345115
2010-06-04,0.008072102515033439,23287.407209062716
2010-06-07,0.00856547537915953,24710.750727236344
2010-06-08,0.008479946400333758,24464.006071258344
2010-06-09,0.008208453091400891,23680.76834256489
2010-06-10,0.007943798481983509,22917.259746411673
2010-06-11,0.007761879592035788,22392.43746357478
2010-06-14,0.007512901542383027,21674.154560504136
2010-06-15,0.007302744746009254,21067.868046452368
2010-06-16,0.007738293355214999,22324.3929484869
2010-06-17,0.0075422963690004044,21758.956419252067
2010-06-18,0.007401614217776885,21353.099018842742
2010-06-21,0.007305902059711333,21076.976658456504
2010-06-22,0.007830586843239515,22590.65270353447
2010-06-23,0.007662359934825828,22105.330755200044
2010-06-24,0.007577741637078608,21861.21334547844
2010-06-25,0.007335495339237424,21162.351038884928
2010-06-28,0.007274784234732737,20987.20407933139
2010-06-29,0.008025845018296453,23153.957818277617
2010-06-30,0.008271919711527399,23863.86475695213
2010-07-01,0.008006700161299759,23098.72634915158
2010-07-02,0.009204993340687131,26555.71183369737
2010-07-06,0.009199313050969831,26539.32462609367
2010-07-07,0.009352080704785222,26980.047790367975
2010-07-08,0.009558783557838036,27576.36993832771
2010-07-09,0.009248488512958914,26681.192126648923
2010-07-12,0.009087761088462284,26217.505624037476
2010-07-13,0.008896017840875863,25664.340810060305
2010-07-14,0.009326356473318672,26905.835321908107
2010-07-15,0.009138452180247045,26363.745602291616
2010-07-16,0.008839725010092904,25501.940237105217
2010-07-19,0.00930551426644225,26845.707126340367
2010-07-20,0.009020068706826046,26022.21820627011
2010-07-21,0.008761079169655852,25275.05291646655
2010-07-22,0.009181600135616674,26488.22420065675
2010-07-23,0.009508922018167604,27432.5231553844
2010-07-26,0.009191799934021135,26517.649850102192
2010-07-27,0.008886951176816333,25638.184167774256
2010-07-28,0.008828191812897599,25468.667832671643
2010-07-29,0.008606669659389325,24829.593120108442
2010-07-30,0.008901461935386842,25680.046612300262
2010-08-02,0.008619878829890473,24867.700581179615
2010-08-03,0.00881624639169461,25434.206193053007
2010-08-04,0.00853097933796878,24611.232249019115
2010-08-05,0.008420273436212423,24291.854068446526
2010-08-06,0.008182673996377267,23606.39759687896
2010-08-09,0.007936120803786466,22895.1102236248
2010-08-10,0.007682340841570233,22162.97416481937
2010-08-11,0.0076126289831514446,21961.86070878045
2010-08-12,0.008207579309991359,23678.24754907179
2010-08-13,0.007941755910909523,22934.86870438915
2010-08-16,0.007816826808675594,19339.24384047823
2010-08-17,0.00763271399515659,18883.738981287956
2010-08-18,0.007541328139488096,18657.645530633243
2010-08-19,0.0073444467463372335,18170.550528659838
2010-08-20,0.007373509936884779,17470.25375345372
2010-08-23,0.007167266224625719,16981.59502524125
2010-08-24,0.0071008443226627145,16824.21984137177
2010-08-25,0.0071694571503628105,16986.786044024655
2010-08-26,0.007134355645538668,16903.6191124473
2010-08-27,0.007026177653995599,16647.310111852825
2010-08-30,0.0075052242049368535,17782.327881720554
2010-08-31,0.0077052293360803745,18256.20537330583
2010-09-01,0.007478264569723732,17718.45169896562
2010-09-02,0.007611936907884473,17798.432328956755
2010-09-03,0.0077293575767414125,18072.98844443196
2010-09-07,0.007652544097494848,17893.381134378513
2010-09-08,0.007626042717956932,17831.414907380353
2010-09-09,0.00738476102763839,17267.24367352493
2010-09-10,0.007181891461144328,16792.888684177953
2010-09-13,0.007548839016263602,17650.89516887459
2010-09-14,0.007342845623944887,17169.23596731194
2010-09-15,0.007598776632486521,17767.660624732798
2010-09-16,0.007564090926872827,17686.557589904958
2010-09-17,0.007405115679804336,17314.83745990797
2010-09-20,0.00717456324337035,16775.75365143656
2010-09-21,0.0069938207063969015,16353.13666810952
2010-09-22,0.006791810930380053,15880.792063610845
2010-09-23,0.006592771171820212,15415.392032532052
2010-09-24,0.006400688407426528,14966.259029330366
2010-09-27,0.006606433755573861,15447.338247446967
2010-09-28,0.006453467848890598,15089.66931617672
2010-09-29,0.006262938007920603,14644.167399622631
2010-09-30,0.006205378590068557,14509.580445483187
2010-10-01,0.006022848731010932,14082.784298357208
2010-10-04,0.006047800700268177,14141.12765323174
2010-10-05,0.005971133863531427,13961.863226575655
2010-10-06,0.007060648889995953,16509.396095617758
2010-10-07,0.0068438316946448485,16002.428391351361
2010-10-08,0.0068039798855965075,15909.245836751006
2010-10-11,0.006892793511248696,16116.912206715588
2010-10-12,0.006756451466575175,15798.11362954928
2010-10-13,0.0065594326116964,15337.438928941046
2010-10-14,0.007483312686918427,17497.679771436517
2010-10-15,0.0073794732529751175,17254.87965886559
2010-10-18,0.007168619031845172,16761.854738734026
2010-10-19,0.0069746027190185885,16308.20066141491
2010-10-20,0.009763127416788605,23132.038182437092
2010-10-21,0.00956175893106478,22654.930458482457
2010-10-22,0.009244334374869666,21902.847991411298
2010-10-25,0.00889791396859477,21095.932196175967
2010-10-26,0.00876509576767498,20781.03549444212
2010-10-27,0.008563030093694812,20301.960986360154
2010-10-28,0.008382923349850892,19874.948579899967
2010-10-29,0.008149386860337324,19321.260382250504
2010-11-01,0.007919541053376304,18776.32236910058
2010-11-02,0.0077010150257994445,18258.222252923664
2010-11-03,0.00747227897364797,17715.91534098456
2010-11-04,0.0072746481749688865,17247.3554129469
2010-11-05,0.008489692883291513,20128.086882431387
2010-11-08,0.008427953468895555,19981.709820962176
2010-11-09,0.008224394320950424,19499.094457617633
2010-11-10,0.008380108440315894,19868.27475265256
2010-11-11,0.008126279441123535,19266.475344916675
2010-11-12,0.007875785928408726,18672.583992576692
2010-11-15,0.00909766399079602,22395.094914407237
2010-11-16,0.008852383868179717,21791.305674425756
2010-11-17,0.009648146477084197,23750.179861665645
2010-11-18,0.00937268478278763,23072.0947185678
2010-11-19,0.009563255971768722,23541.210732250074
2010-11-22,0.00926512237354049,22807.31571961279
2010-11-23,0.008981011678281171,22107.939924577084
2010-11-24,0.008796754621032833,20817.98690222573
2010-11-26,0.00874433441125804,20693.931692376595
2010-11-29,0.009103021299205663,21542.78325832115
2010-11-30,0.008835288107395013,20909.17844375935
2010-12-01,0.008570629548018573,20282.849910110453
2010-12-02,0.00886019316925536,20968.117595065007
2010-12-03,0.008873710548181191,21000.107190041042
2010-12-06,0.009708822463017987,22976.443879414768
2010-12-07,0.00951430375972197,22516.105039478025
2010-12-08,0.009278989473637981,21959.221286702854
2010-12-09,0.009006701110150757,21314.83641649717
2010-12-10,0.008727330641048801,20653.69136730739
2010-12-13,0.00858105434186971,20307.520738296615
2010-12-14,0.00831226952912088,19671.427206945467
2010-12-15,0.00916182625562769,21681.94831012931
2010-12-16,0.00909951575795492,21534.48720881345
2010-12-17,0.009111007599836251,21561.683262821363
2010-12-20,0.009019725175807573,21345.658559428048
2010-12-21,0.008839690706913476,20919.597429289755
2010-12-22,0.008568753310467515,20278.409694321093
2010-12-23,0.00831462587563096,19677.003626079248
2010-12-27,0.008057477337745585,19068.447957057335
2010-12-28,0.00783222836188722,18535.384295380638
2010-12-29,0.009184375973537313,21735.313414911136
2010-12-30,0.009179702313134837,21724.252949405873
2010-12-31,0.008888133471766604,21034.239804536734
2011-01-03,0.008668178063305252,20513.703651183794
2011-01-04,0.008494096174802596,20101.729618612957
2011-01-05,0.009123544747822178,21602.85922626488
2011-01-06,0.009002927548543795,21317.26010352268
2011-01-07,0.009131203210544581,21620.99304340007
2011-01-10,0.009387548562538093,22227.971219699917
2011-01-11,0.009106432328119961,21562.340195113535
2011-01-12,0.009097166813787012,21540.40117828113
2011-01-13,0.009042933338665739,21411.986383288688
2011-01-14,0.008981031175278188,21265.4135589726
2011-01-18,0.008714035219443923,20633.216731172033
2011-01-19,0.008514504564426617,20160.765203744366
2011-01-20,0.008292464474180365,19635.015514916246
2011-01-21,0.008169747326117966,19344.444103527756
2011-01-24,0.007940549812218652,18801.746965010552
2011-01-25,0.00770895791461425,18253.38037064648
2011-01-26,0.00764626746796198,18104.94103798645
